"Flow Number, Seq",Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
193,1717518707.774384,1717518707.7819211,TCP,192.168.0.20,59374.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
194,1717518707.775395,1717518707.7824128,TCP,192.168.0.11,80.0,192.168.0.20,59374.0,,,,,
195,1717518708.375918,1717518708.3856435,TCP,192.168.0.20,53376.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
196,1717518708.3766809,1717518708.386327,TCP,192.168.0.10,80.0,192.168.0.20,53376.0,,,,,
197,1717518709.0779543,1717518709.0859892,TCP,192.168.0.20,53382.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
198,1717518709.0799696,1717518709.0907788,TCP,192.168.0.10,80.0,192.168.0.20,53382.0,,,,,
199,1717518709.8790305,1717518709.886713,TCP,192.168.0.20,59378.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
200,1717518709.8799338,1717518709.8876584,TCP,192.168.0.11,80.0,192.168.0.20,59378.0,,,,,
201,1717518710.779966,1717518710.7940748,TCP,192.168.0.20,59386.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
202,1717518710.780907,1717518710.7956543,TCP,192.168.0.11,80.0,192.168.0.20,59386.0,,,,,
203,1717518711.7803304,1717518711.8128684,TCP,192.168.0.20,53384.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
204,1717518711.781371,1717518711.813841,TCP,192.168.0.10,80.0,192.168.0.20,53384.0,,,,,
205,1717518733.6319273,1717518733.6451514,TCP,192.168.0.20,51262.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
206,1717518733.6327977,1717518733.6460009,TCP,192.168.0.10,80.0,192.168.0.20,51262.0,,,,,
207,1717518733.6415596,1717518733.6516476,TCP,192.168.0.20,55404.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
208,1717518733.6423297,1717518733.6518655,TCP,192.168.0.11,80.0,192.168.0.20,55404.0,,,,,
209,1717518733.6536636,1717518733.6737168,TCP,192.168.0.20,55420.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
210,1717518733.6546102,1717518733.6744149,TCP,192.168.0.11,80.0,192.168.0.20,55420.0,,,,,
211,1717518733.7528825,1717518733.765905,TCP,192.168.0.20,51272.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
212,1717518733.753551,1717518733.7662313,TCP,192.168.0.10,80.0,192.168.0.20,51272.0,,,,,
213,1717518733.9536488,1717518733.9964216,TCP,192.168.0.20,55424.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
214,1717518733.987404,1717518733.996389,TCP,192.168.0.11,80.0,192.168.0.20,55424.0,,,,,
215,1717518734.0564797,1717518734.0650392,TCP,192.168.0.20,55436.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
216,1717518734.0573847,1717518734.0663214,TCP,192.168.0.11,80.0,192.168.0.20,55436.0,,,,,
217,1717518734.2643952,1717518734.2900028,TCP,192.168.0.20,51284.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
218,1717518734.2682064,1717518734.2921827,TCP,192.168.0.10,80.0,192.168.0.20,51284.0,,,,,
