Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
,126,1775153613.154791,1775153613.156197,TCP,10.0.0.2,1025,10.0.0.1,58396,,,,,
64.0,127,1775153613.196816,1775153613.198289,TCP,10.0.0.1,58412,10.0.0.2,1025,,P,T1730,1.0,1.0
,128,1775153613.19691,1775153613.198309,TCP,10.0.0.2,1025,10.0.0.1,58412,,,,,
65.0,129,1775153613.237502,1775153613.238952,TCP,10.0.0.1,58418,10.0.0.2,1025,,P,T1731,1.0,1.0
,130,1775153613.23753,1775153613.238964,TCP,10.0.0.2,1025,10.0.0.1,58418,,,,,
66.0,131,1775153613.280509,1775153613.281974,TCP,10.0.0.1,58430,10.0.0.2,1025,,P,T1732,1.0,1.0
,132,1775153613.280554,1775153613.282013,TCP,10.0.0.2,1025,10.0.0.1,58430,,,,,
67.0,133,1775153613.322741,1775153613.324346,TCP,10.0.0.1,58432,10.0.0.2,1025,,P,T1733,1.0,1.0
,134,1775153613.32277,1775153613.324359,TCP,10.0.0.2,1025,10.0.0.1,58432,,,,,
68.0,135,1775153613.36122,1775153613.363016,TCP,10.0.0.1,58440,10.0.0.2,1025,,P,T1734,1.0,1.0
,136,1775153613.36125,1775153613.363021,TCP,10.0.0.2,1025,10.0.0.1,58440,,,,,
69.0,137,1775153613.402683,1775153613.404588,TCP,10.0.0.1,58442,10.0.0.2,1025,,P,T1735,1.0,1.0
,138,1775153613.402711,1775153613.404592,TCP,10.0.0.2,1025,10.0.0.1,58442,,,,,
70.0,139,1775153613.449584,1775153613.451201,TCP,10.0.0.1,58454,10.0.0.2,1025,,P,T1736,1.0,1.0
,140,1775153613.449672,1775153613.451217,TCP,10.0.0.2,1025,10.0.0.1,58454,,,,,
71.0,141,1775153613.492213,1775153613.499483,TCP,10.0.0.1,58456,10.0.0.2,1025,,P,T1737,1.0,1.0
,142,1775153613.492299,1775153613.499501,TCP,10.0.0.2,1025,10.0.0.1,58456,,,,,
72.0,143,1775153613.54556,1775153613.547076,TCP,10.0.0.1,58468,10.0.0.2,1025,,P,T1738,1.0,1.0
,144,1775153613.545605,1775153613.547091,TCP,10.0.0.2,1025,10.0.0.1,58468,,,,,
73.0,145,1775153613.586154,1775153613.587703,TCP,10.0.0.1,58476,10.0.0.2,1025,,P,T1739,1.0,1.0
,146,1775153613.586198,1775153613.587718,TCP,10.0.0.2,1025,10.0.0.1,58476,,,,,
74.0,147,1775153613.633289,1775153613.634822,TCP,10.0.0.1,58478,10.0.0.2,1025,,P,T1740,1.0,1.0
,148,1775153613.633328,1775153613.634842,TCP,10.0.0.2,1025,10.0.0.1,58478,,,,,
75.0,149,1775153613.68104,1775153613.683377,TCP,10.0.0.1,58482,10.0.0.2,1025,,P,T1741,1.0,1.0
,150,1775153613.681088,1775153613.683399,TCP,10.0.0.2,1025,10.0.0.1,58482,,,,,
76.0,151,1775153613.72415,1775153613.725964,TCP,10.0.0.1,58496,10.0.0.2,1025,,P,T1742,1.0,1.0
,152,1775153613.724199,1775153613.725971,TCP,10.0.0.2,1025,10.0.0.1,58496,,,,,
77.0,153,1775153613.767998,1775153613.769563,TCP,10.0.0.1,58506,10.0.0.2,1025,,P,T1743,1.0,1.0
,154,1775153613.768023,1775153613.76957,TCP,10.0.0.2,1025,10.0.0.1,58506,,,,,
78.0,155,1775153613.807735,1775153613.809278,TCP,10.0.0.1,58516,10.0.0.2,1025,,P,T1744,1.0,1.0
,156,1775153613.807765,1775153613.809282,TCP,10.0.0.2,1025,10.0.0.1,58516,,,,,
79.0,157,1775153613.848431,1775153613.849868,TCP,10.0.0.1,58532,10.0.0.2,1025,,P,T1745,1.0,1.0
,158,1775153613.848457,1775153613.849877,TCP,10.0.0.2,1025,10.0.0.1,58532,,,,,
80.0,159,1775153613.889539,1775153613.891376,TCP,10.0.0.1,58536,10.0.0.2,1025,,P,T1746,1.0,1.0
,160,1775153613.889566,1775153613.891384,TCP,10.0.0.2,1025,10.0.0.1,58536,,,,,
81.0,161,1775153613.936113,1775153613.937886,TCP,10.0.0.1,58552,10.0.0.2,1025,,P,T1747,1.0,1.0
,162,1775153613.936193,1775153613.937901,TCP,10.0.0.2,1025,10.0.0.1,58552,,,,,
82.0,163,1775153613.977257,1775153613.979026,TCP,10.0.0.1,58566,10.0.0.2,1025,,P,T1748,1.0,1.0
,164,1775153613.977303,1775153613.97903,TCP,10.0.0.2,1025,10.0.0.1,58566,,,,,
83.0,165,1775153614.017235,1775153614.019073,TCP,10.0.0.1,58574,10.0.0.2,1025,,P,T1749,1.0,1.0
,166,1775153614.017279,1775153614.019079,TCP,10.0.0.2,1025,10.0.0.1,58574,,,,,
84.0,167,1775153614.058254,1775153614.059929,TCP,10.0.0.1,58584,10.0.0.2,1025,,P,T1750,1.0,1.0
,168,1775153614.058301,1775153614.059945,TCP,10.0.0.2,1025,10.0.0.1,58584,,,,,
