Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
152,1654936819.554656,1654936819.60003,TCP,192.168.2.2,80.0,192.168.1.3,45762.0,,P,T1586.001,,
153,1654936819.600221,1654936819.672635,TCP,192.168.1.3,45764.0,192.168.2.2,80.0,,P,T1586.001,,
154,1654936819.600384,1654936819.672999,TCP,192.168.2.2,80.0,192.168.1.3,45764.0,,P,T1586.001,,
155,1654936819.672731,1654936819.72681,TCP,192.168.1.3,45766.0,192.168.2.2,80.0,,P,T1586.001,,
156,1654936819.673007,1654936819.726884,TCP,192.168.2.2,80.0,192.168.1.3,45766.0,,P,T1586.001,,
157,1654936819.726957,1654936819.786105,TCP,192.168.1.3,45768.0,192.168.2.2,80.0,,P,T1586.001,,
158,1654936819.727107,1654936819.78626,TCP,192.168.2.2,80.0,192.168.1.3,45768.0,,P,T1586.001,,
159,1654936819.786196,1654936819.855298,TCP,192.168.1.3,45770.0,192.168.2.2,80.0,,P,T1586.001,,
160,1654936819.786472,1654936819.855637,TCP,192.168.2.2,80.0,192.168.1.3,45770.0,,P,T1586.001,,
161,1654936819.855405,1654936819.915452,TCP,192.168.1.3,45772.0,192.168.2.2,80.0,,P,T1586.001,,
162,1654936819.855646,1654936819.915621,TCP,192.168.2.2,80.0,192.168.1.3,45772.0,,P,T1586.001,,
163,1654936819.915621,1654936820.019393,TCP,192.168.1.3,45774.0,192.168.2.2,80.0,,P,T1586.001,,
164,1654936819.915778,1654936820.019745,TCP,192.168.2.2,80.0,192.168.1.3,45774.0,,P,T1586.001,,
165,1654936820.019535,1654936820.078868,TCP,192.168.1.3,45776.0,192.168.2.2,80.0,,P,T1586.001,,
166,1654936820.019755,1654936820.079029,TCP,192.168.2.2,80.0,192.168.1.3,45776.0,,P,T1586.001,,
167,1654936820.078969,1654936820.144482,TCP,192.168.1.3,45778.0,192.168.2.2,80.0,,P,T1586.001,,
168,1654936820.079149,1654936820.144585,TCP,192.168.2.2,80.0,192.168.1.3,45778.0,,P,T1586.001,,
169,1654936820.144482,1654936820.213239,TCP,192.168.1.3,45780.0,192.168.2.2,80.0,,P,T1586.001,,
170,1654936820.144662,1654936820.21333,TCP,192.168.2.2,80.0,192.168.1.3,45780.0,,P,T1586.001,,
171,1654936820.213352,1654936820.279073,TCP,192.168.1.3,45782.0,192.168.2.2,80.0,,P,T1586.001,,
172,1654936820.213498,1654936820.27921,TCP,192.168.2.2,80.0,192.168.1.3,45782.0,,P,T1586.001,,
173,1654936820.279208,1654936820.344645,TCP,192.168.1.3,45786.0,192.168.2.2,80.0,,P,T1586.001,,
174,1654936820.279419,1654936820.344752,TCP,192.168.2.2,80.0,192.168.1.3,45786.0,,P,T1586.001,,
175,1654936820.344751,1654936820.42827,TCP,192.168.1.3,45788.0,192.168.2.2,80.0,,P,T1586.001,,
176,1654936820.344948,1654936820.428475,TCP,192.168.2.2,80.0,192.168.1.3,45788.0,,P,T1586.001,,
177,1654936820.428399,1654936820.536134,TCP,192.168.1.3,45790.0,192.168.2.2,80.0,,P,T1586.001,,
178,1654936820.428561,1654936820.536334,TCP,192.168.2.2,80.0,192.168.1.3,45790.0,,P,T1586.001,,
179,1654936820.536321,1654936820.603415,TCP,192.168.1.3,45792.0,192.168.2.2,80.0,,P,T1586.001,,
180,1654936820.537107,1654936820.603642,TCP,192.168.2.2,80.0,192.168.1.3,45792.0,,P,T1586.001,,
181,1654936820.603594,1654936820.659604,TCP,192.168.1.3,45794.0,192.168.2.2,80.0,,P,T1586.001,,
182,1654936820.603854,1654936820.659672,TCP,192.168.2.2,80.0,192.168.1.3,45794.0,,P,T1586.001,,
183,1654936820.659723,1654936822.224292,TCP,192.168.1.3,45796.0,192.168.2.2,80.0,,P,T1586.001,,
184,1654936820.659858,1654936822.225414,TCP,192.168.2.2,80.0,192.168.1.3,45796.0,,P,T1586.001,,
185,1654936822.224957,1654936822.523694,TCP,192.168.1.3,45798.0,192.168.2.2,80.0,,P,T1586.001,,
186,1654936822.225821,1654936822.524686,TCP,192.168.2.2,80.0,192.168.1.3,45798.0,,P,T1586.001,,
187,1654936822.524255,1654936822.785626,TCP,192.168.1.3,45800.0,192.168.2.2,80.0,,P,T1586.001,,
188,1654936822.525061,1654936822.786075,TCP,192.168.2.2,80.0,192.168.1.3,45800.0,,P,T1586.001,,
189,1654936822.785899,1654936822.946856,TCP,192.168.1.3,45802.0,192.168.2.2,80.0,,P,T1586.001,,
190,1654936822.786304,1654936822.947284,TCP,192.168.2.2,80.0,192.168.1.3,45802.0,,P,T1586.001,,
191,1654936822.947097,1654936823.243115,TCP,192.168.1.3,45804.0,192.168.2.2,80.0,,P,T1586.001,,
192,1654936822.94748,1654936823.24424,TCP,192.168.2.2,80.0,192.168.1.3,45804.0,,P,T1586.001,,
193,1654936823.244075,1654936823.372522,TCP,192.168.1.3,45806.0,192.168.2.2,80.0,,P,T1586.001,,
194,1654936823.245248,1654936823.372787,TCP,192.168.2.2,80.0,192.168.1.3,45806.0,,P,T1586.001,,
195,1654936823.372656,1654936823.447095,TCP,192.168.1.3,45808.0,192.168.2.2,80.0,,P,T1586.001,,
196,1654936823.37295,1654936823.44732,TCP,192.168.2.2,80.0,192.168.1.3,45808.0,,P,T1586.001,,
197,1654936823.447267,1654936823.503115,TCP,192.168.1.3,45810.0,192.168.2.2,80.0,,P,T1586.001,,
